"","sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","expected_bg_count","p_val","p_adj"
"1","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",738,1,2094023,"Glaesserella parasuis","","bacteria","false",3958231.76134821,99,-0.0689026429561853,0.130147650142766,11,NA,NA,97.62,106.7,"10^-59.1402",0.223632,1.35676,NA,NA,99,403.859989997562,34134,6,34111,81.3864,121.379,"10^-58.5762",0.218204,0.908027,NA,NA,"",0,0,0
"2","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",46124,1,117563,"Granulicatella adiacens","","bacteria","false",2342307.47651831,99,99,238.986580475794,20199,1,19755,93.2967,2377.55,"10^-300.143",0.00458005,0.0245224,NA,NA,0.127454847695535,0.177474068376499,15,NA,NA,97.3039,51.1429,"10^-271.499",0.104783,0.570328,NA,NA,"",0,0,0
"3","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",137732,1,117563,"Granulicatella elegans","","bacteria","false",768013.382382852,99,99,78.3607169905036,6623,1,6621,99.3323,1497.45,"10^-307.549",0.0182063,0.145081,NA,NA,-0.111672877946342,0.769054296298163,65,1,4,98.7617,49.2131,"10^-247.201",1.9024,10.1488,NA,NA,"",0,0,0
"4","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",128,1,127,"Isosphaera pallida","","bacteria","false",2172771.67996598,99,99,221.688774611364,18737,1,18737,82.528,269,"10^-56.4535",0.0488695,0.236371,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0227618,0.0777387,NA,NA,"",9.41668974302171,0,0
"5","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1660,1,2529408,"Schaalia odontolytica","","bacteria","false",2089055.07848795,99,99,211.004835695099,17834,40,17290,95.5588,1664.72,"10^-294.141",0.113188,0.346568,NA,NA,0.190355256377794,5.63184376981424,476,8,300,99.2663,70.6364,"10^-147.342",3.56529,10.8563,NA,NA,"",120.53238753508,2.04255887364738e-35,1.06770122940659e-34
"6","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",52773,1,2529408,"Schaalia meyeri","","bacteria","false",23245.5473025688,26.337442856461,5.64572005491094,40.5114140080755,3424,5,3372,98.0769,920.867,"10^-301.938",1.63922,6.88525,NA,NA,26.337442856461,0.141979254701199,12,1,6,98.8825,64.75,"10^-180.031",0.000690989,0.00536454,NA,NA,"",0,0,0
"7","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",181487,1,2529408,"Schaalia cardiffensis","","bacteria","false",3076.727984761,100,100,0.307621718519265,26,NA,NA,97.392,124.92,"10^-70.0639",NA,NA,NA,NA,0.215862339646417,0.0236632091168666,2,NA,NA,93.3,45,"10^-307.653",0.00990287,0.0637459,NA,NA,"",0,0,0
"8","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",727,1,724,"Haemophilus influenzae","","bacteria","false",1484009.15656509,50.5912144052915,50.5912144052915,855.92193696618,72342,98,70083,99.7205,408.336,"10^-235.822",2.90853,16.8609,NA,NA,29.5836806419214,224.764991796557,18997,69,18247,95.867,68.8026,"10^-51.8076",1.86675,7.5345,NA,NA,"",88.8267394218128,8.96523546243383e-187,4.84363392433505e-186
"9","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",735,1,724,"Haemophilus parahaemolyticus","","bacteria","false",1232161.80391816,100,100,378.599514265306,31999,18,31369,98.4098,1336.02,"10^-291.784",NA,NA,NA,NA,2.62282726155307,2.11785721595956,179,2,12,98.5825,49.3669,"10^-267.809",0.108963,0.765927,NA,NA,"",0,0,0
"10","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",726,1,724,"Haemophilus haemolyticus","","bacteria","false",347020.068177628,99,99,107.478295808808,9084,8,9002,99.7213,397.412,"10^-268.686",0.00647029,0.045442,NA,NA,5.43722682508482,12.1747210906278,1029,6,954,91.761,63.4989,"10^-54.3946",0.405898,2.16449,NA,NA,"",72.5082007273678,3.36767674306088e-30,1.75467946806732e-29
"11","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",249188,1,724,"Haemophilus pittmaniae","","bacteria","false",11190.009293181,100,100,0.118316045584333,10,NA,NA,92.6222,115.222,"10^-55.1489",NA,NA,NA,NA,99,9.70191573791529,820,1,820,97.015,67,"10^-40.7905",0.00284009,0.0171796,NA,NA,"",0,0,0
"12","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",729,1,724,"Haemophilus parainfluenzae","","bacteria","false",4453.79167112921,4.06103807496874,4.06103807496874,33.5899253413921,2839,12,2521,99.3012,281.873,"10^-167.484",2.06031,7.76393,NA,NA,1.17299713121726,1.10033922393429,93,1,4,99.3942,48.7093,"10^-291.13",0.268235,0.709383,NA,NA,"",38.9210764288922,3.46773349812048e-18,1.77239712126158e-17
"14","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",747,1,745,"Pasteurella multocida","","bacteria","false",527857.969190112,99,0.900525407822668,1.13583403760959,96,NA,NA,98.9104,109.519,"10^-60.1747",0.165671,1.07733,NA,NA,99,53.8574639499883,4552,4,4352,92.8912,52.9466,"10^-41.7842",0.0259849,0.0825337,NA,NA,"",0,0,0
"15","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",754,1,745,"Pasteurella dagmatis","","bacteria","false",4.46506130356776,100,100,0.0473264182337331,4,NA,NA,89.5,95,"10^-39.041",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00731839,0.0442449,NA,NA,"",0,0,0
"16","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",78258,1,196082,"Parascardovia denticolens","","bacteria","false",459423.166199395,99,99,46.805827633162,3956,5,3695,95.617,1516.42,"10^-270.741",0.00343453,0.0241541,NA,NA,59.9008342186875,0.189305672934932,16,NA,NA,99.4762,49.5625,"10^-206.795",0.000320338,0.00315497,NA,NA,"",0,0,0
"18","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1613,1,1578,"Lactobacillus fermentum","","bacteria","false",408953.318763152,99,0.215791308092817,0.189305672934932,16,1,4,99.25,157.438,"10^-83.6666",0.111383,0.361102,NA,NA,99,426.505681122403,36048,2,36044,91.6446,153.983,"10^-93.2344",0.32841,1.05803,NA,NA,"",0,0,0
"19","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",83683,1,1578,"Lactobacillus amylolyticus","","bacteria","false",404914.524597084,99,-0.145943959887336,0.0118316045584333,1,NA,NA,89.3,150,"10^-68.3468",0.0759191,0.439124,NA,NA,99,422.293629899601,35692,5,35683,77.9154,166.483,"10^-78.3206",0.0020794,0.0185946,NA,NA,"",0,0,0
"20","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",227942,1,1578,"Lactobacillus gastricus","","bacteria","false",54623.7030770246,100,100,261.82157727357,22129,5,21928,99.839,2313,"10^-305.159",NA,NA,NA,NA,100,1.79840389288186,152,4,20,97.3125,57.1419,"10^-237.781",NA,NA,NA,NA,"",0,0,0
"23","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1596,1,1578,"Lactobacillus gasseri","","bacteria","false",-0.118912724417807,-0.217839876284234,-0.217839876284234,0.0118316045584333,1,NA,NA,100,150,"10^-90.3098",2.33004,10.6418,NA,NA,-0.248067497312826,0.0473264182337331,4,1,4,97.59,83,"10^-54.3478",1.45825,5.68766,NA,NA,"",0,0,0
"24","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1598,1,1578,"Lactobacillus reuteri","","bacteria","false",-0.201640634166353,-0.0919334595691728,-0.260742722478722,0.0828212319090329,7,NA,NA,93.3833,109,"10^-53.6716",0.433382,1.34447,NA,NA,-0.0919334595691728,0.177474068376499,15,NA,NA,80.9,36.8667,"10^-307.653",0.23852,0.664023,NA,NA,"",0,0,0
"26","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",230143,1,196081,"Scardovia wiggsiae","","bacteria","false",295722.379274872,100,100,29.8393066963687,2522,1,2521,99.5266,1478.38,"10^-307.532",NA,NA,NA,NA,26.2257653079451,0.485095786895764,41,NA,NA,98.7061,44.303,"10^-307.653",0.00279085,0.0183905,NA,NA,"",0,0,0
"27","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",78259,1,196081,"Scardovia inopinata","","bacteria","false",166520.794814066,99,99,16.9901841459102,1436,2,1385,91.126,723.367,"10^-249.565",0.00448918,0.0309242,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.000659079,0.00467094,NA,NA,"",0,0,0
"28","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1379,1,1378,"Gemella haemolysans","","bacteria","false",264810.011257311,99,99,383.048197579277,32375,35,31506,99.4147,1664,"10^-291.975",0.0133218,0.0616092,NA,NA,0.699325418585121,6.06961313847627,513,19,104,98.3579,56.4385,"10^-240.713",1.58093,6.41859,NA,NA,"",59.9526144033388,2.48457824727056e-124,1.3333903260352e-123
"29","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",84135,1,1378,"Gemella sanguinis","","bacteria","false",850.782328091483,99,99,1.23048687407706,104,1,4,97.4201,135.918,"10^-71.871",0.000683848,0.00673512,NA,NA,0.28833620504792,1.24231847863549,105,3,17,98.6744,54.8316,"10^-238.514",0.437872,2.78996,NA,NA,"",3.13889658100724,1.46800692820667e-08,7.23887030448006e-08
"31","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1785995,1,1378,"Gemella sp. oral taxon 928","","bacteria","false",-0.0341105330553097,0.146394594549465,-0.210034505969365,0.0236632091168666,2,NA,NA,92,100,"10^-45.1938",10.8936,51.7531,NA,NA,0.146394594549465,0.0118316045584333,1,NA,NA,100,49,"10^-307.653",0.00499587,0.0466939,NA,NA,"",0,0,0
"32","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",39778,1,29465,"Veillonella dispar","","bacteria","false",189812.719860352,100,100,325.511104611616,27512,52,26592,99.0214,550.147,"10^-250.395",NA,NA,NA,NA,23.9381135002021,31.4365733117572,2657,17,2404,98.7302,70.0849,"10^-60.8537",0.379983,1.29737,NA,NA,"",306.61140662599,3.9117250089227e-22,2.0088922693351e-21
"33","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",248315,1,29465,"Veillonella rodentium","","bacteria","false",1174.82626125604,100,100,1.88122512479089,159,NA,NA,93.0923,123.559,"10^-60.3278",NA,NA,NA,NA,100,0.295790113960832,25,2,13,99.1815,79.9091,"10^-163.941",NA,NA,NA,NA,"",0,0,0
"34","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",39777,1,29465,"Veillonella atypica","","bacteria","false",896.403486248789,20.0696937036533,2.26759072811325,43.6704524251772,3691,34,2750,98.9627,259.299,"10^-133.563",3.26448,17.8189,NA,NA,20.0696937036533,5.26506402850281,445,14,80,98.8581,57.441,"10^-232.459",0.0400999,0.260341,NA,NA,"",43.9445521341013,1.00632390479388e-20,5.15161045061413e-20
"35","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",29466,1,29465,"Veillonella parvula","","bacteria","false",862.270160786469,9.2774467191825,1.20372149633304,97.9893489529444,8282,20,7225,96.6335,851.507,"10^-255.13",12.4919,71.0276,NA,NA,9.2774467191825,6.38906646155397,540,19,125,99.3292,62.91,"10^-229.537",0.230586,0.663812,NA,NA,"",366.278103229202,1.28052080391529e-06,6.22851508853055e-06
"36","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",419208,1,29465,"Veillonella denticariosi","","bacteria","false",38.2107943743075,100,100,0.0473264182337331,4,NA,NA,93.3,83.5,"10^-37.4037",NA,NA,NA,NA,100,0.0354948136752998,3,NA,NA,100,49.3333,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"37","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",671229,1,29465,"Veillonella sp. oral taxon 780","","bacteria","false",13.6220595729224,100,100,0.0236632091168666,2,NA,NA,99.65,150,"10^-89.6153",NA,NA,NA,NA,-0.210824450608272,0.0118316045584333,1,NA,NA,100,34,"10^-307.653",0.147027,0.64127,NA,NA,"",0,0,0
"39","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1917441,1,1301,"Streptococcus ruminantium","","bacteria","false",115959.033582721,100,100,0.0118316045584333,1,NA,NA,96,150,"10^-82.0706",NA,NA,NA,NA,100,519.963525529467,43947,1,43930,92.2409,128.945,"10^-81.7751",NA,NA,NA,NA,"",0,0,0
"40","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1313,1,1301,"Streptococcus pneumoniae","","bacteria","false",17743.7621194825,11.247248363659,11.247248363659,770.627899704435,65133,27,63009,99.6521,860.479,"10^-294.352",14.2392,67.251,NA,NA,2.8175484248753,860.323293861917,72714,109,67064,82.5336,95.8872,"10^-62.132",57.4516,284.954,NA,NA,"",606.378353531254,3.38722351804077e-26,1.75633812046558e-25
"41","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1338,1,1301,"Streptococcus intermedius","","bacteria","false",15921.9605670442,29.7271734405011,-0.110617138805832,0.177474068376499,15,NA,NA,97.8333,106.867,"10^-56.8685",0.350018,1.55983,NA,NA,29.7271734405011,240.169740931637,20299,1,20272,92.5617,120.841,"10^-78.305",2.01168,8.01146,NA,NA,"",0,0,0
"42","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",68892,1,1301,"Streptococcus infantis","","bacteria","false",12717.8612532841,82.6878448374158,1.79841008233741,0.1064844410259,9,NA,NA,100,140.889,"10^-84.0908",0.00778284,0.0548827,NA,NA,82.6878448374158,68.9664229711076,5829,2,5793,99.4285,176.982,"10^-118.233",0.184193,0.83183,NA,NA,"",0,0,0
"43","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",28037,1,1301,"Streptococcus mitis","","bacteria","false",4072.95545838113,2.29723883026898,2.29723883026898,1244.87410522012,105216,108,104024,99.8449,511.874,"10^-274.481",81.1044,506.595,NA,NA,0.0603866051449087,15.6650444353657,1324,51,483,95.8243,81.0219,"10^-209.125",11.2396,73.2852,NA,NA,"",70.3100422389646,0,0
"44","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1303,1,1301,"Streptococcus oralis","","bacteria","false",3733.0826886753,6.03715060549535,6.03715060549535,433.119548070567,36607,7,36002,98.9201,473.467,"10^-262.591",14.5482,69.3326,NA,NA,0.973392322875357,5.04026354189258,426,13,218,97.3237,86.1501,"10^-185.77",1.25477,3.88897,NA,NA,"",328.47420147508,4.12362765200427e-27,2.14162597410544e-26
"45","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",257758,1,1301,"Streptococcus pseudopneumoniae","","bacteria","false",1567.91591456634,6.41139986397793,6.41139986397793,170.872033032893,14442,13,14201,99.8887,285.444,"10^-144.358",4.62187,25.9304,NA,NA,1.46167671730492,2.59112139829689,219,7,113,97.1829,75.2663,"10^-168.116",0.419596,1.48564,NA,NA,"",6.27779316201447,0,0
